"variable","region_i","region_j","n_i","n_j","nABCD","abs_SMD","SMD","skew_i","skew_j","skew_diff","sd_i","sd_j","sd_ratio","kurt_i","kurt_j","kurt_diff","ratio"
"height",5,9,1909,3123,0.11711,0.27043,-0.27043,-0.2474,-0.2167,0.0307,7.9011,10.0703,1.2745,3.1692,2.6207,0.5484,0.4331
"height",5,10,1909,1717,0.16043,0.42378,-0.42378,-0.2474,-0.236,0.0114,7.9011,10.1537,1.2851,3.1692,3.0279,0.1413,0.3786
"height",5,11,1909,2491,0.13562,0.36503,-0.36503,-0.2474,-0.2706,0.0232,7.9011,9.6326,1.2191,3.1692,2.7559,0.4133,0.3715
"height",5,12,1909,4352,0.10494,0.2215,-0.2215,-0.2474,-0.2223,0.0251,7.9011,9.927,1.2564,3.1692,2.6465,0.5227,0.4738
"height",5,13,1909,2297,0.20264,0.50203,-0.50203,-0.2474,-0.2944,0.0471,7.9011,8.2129,1.0395,3.1692,3.3435,0.1743,0.4036
"height",5,14,1909,3437,0.13602,0.3598,-0.3598,-0.2474,-0.2582,0.0109,7.9011,10.0016,1.2658,3.1692,2.859,0.3101,0.378
"height",5,15,1909,2576,0.145,0.38794,-0.38794,-0.2474,-0.2978,0.0505,7.9011,9.7057,1.2284,3.1692,2.7256,0.4435,0.3738
"height",5,16,1909,1231,0.05207,0.01019,0.01019,-0.2474,-0.4461,0.1988,7.9011,8.9606,1.1341,3.1692,3.3605,0.1913,5.1099
"height",6,7,1585,3150,0.08658,0.16868,-0.16868,-0.2004,-0.2666,0.0662,8.1584,9.9752,1.2227,2.9317,2.592,0.3398,0.5133
"height",6,8,1585,2916,0.06616,0.16333,0.16333,-0.2004,-0.1829,0.0175,8.1584,7.8719,1.0364,2.9317,3.1503,0.2186,0.4051
"height",6,9,1585,3123,0.08085,0.12551,-0.12551,-0.2004,-0.2167,0.0164,8.1584,10.0703,1.2343,2.9317,2.6207,0.311,0.6442
"height",6,10,1585,1717,0.11025,0.27047,-0.27047,-0.2004,-0.236,0.0357,8.1584,10.1537,1.2446,2.9317,3.0279,0.0962,0.4076
"height",6,11,1585,2491,0.08523,0.21223,-0.21223,-0.2004,-0.2706,0.0702,8.1584,9.6326,1.1807,2.9317,2.7559,0.1758,0.4016
"height",6,12,1585,4352,0.0715,0.07842,-0.07842,-0.2004,-0.2223,0.0219,8.1584,9.927,1.2168,2.9317,2.6465,0.2852,0.9118
"height",6,13,1585,2297,0.124,0.33264,-0.33264,-0.2004,-0.2944,0.0941,8.1584,8.2129,1.0067,2.9317,3.3435,0.4118,0.3728
"height",6,14,1585,3437,0.09468,0.21356,-0.21356,-0.2004,-0.2582,0.0579,8.1584,10.0016,1.2259,2.9317,2.859,0.0727,0.4433
"height",6,15,1585,2576,0.09389,0.23572,-0.23572,-0.2004,-0.2978,0.0975,8.1584,9.7057,1.1897,2.9317,2.7256,0.2061,0.3983
"height",6,16,1585,1231,0.07714,0.16591,0.16591,-0.2004,-0.4461,0.2458,8.1584,8.9606,1.0983,2.9317,3.3605,0.4288,0.465
"height",7,8,3150,2916,0.13145,0.3201,0.3201,-0.2666,-0.1829,0.0837,9.9752,7.8719,1.2672,2.592,3.1503,0.5584,0.4107
"height",7,9,3150,3123,0.01396,0.03972,0.03972,-0.2666,-0.2167,0.0499,9.9752,10.0703,1.0095,2.592,2.6207,0.0288,0.3515
"height",7,10,3150,1717,0.03214,0.09116,-0.09116,-0.2666,-0.236,0.0306,9.9752,10.1537,1.0179,2.592,3.0279,0.4359,0.3526
"height",7,11,3150,2491,0.01481,0.03482,-0.03482,-0.2666,-0.2706,0.004,9.9752,9.6326,1.0356,2.592,2.7559,0.1639,0.4253
"height",7,12,3150,4352,0.03253,0.08471,0.08471,-0.2666,-0.2223,0.0443,9.9752,9.927,1.0049,2.592,2.6465,0.0545,0.384
"height",7,13,3150,2297,0.07502,0.12271,-0.12271,-0.2666,-0.2944,0.0279,9.9752,8.2129,1.2146,2.592,3.3435,0.7515,0.6114
"height",7,14,3150,3437,0.01609,0.04339,-0.04339,-0.2666,-0.2582,0.0083,9.9752,10.0016,1.0026,2.592,2.859,0.2671,0.3708
"height",7,15,3150,2576,0.01956,0.0578,-0.0578,-0.2666,-0.2978,0.0313,9.9752,9.7057,1.0278,2.592,2.7256,0.1337,0.3384
"height",7,16,3150,1231,0.11773,0.30924,0.30924,-0.2666,-0.4461,0.1796,9.9752,8.9606,1.1132,2.592,3.3605,0.7685,0.3807
"height",8,9,2916,3123,0.12216,0.27447,-0.27447,-0.1829,-0.2167,0.0339,7.8719,10.0703,1.2793,3.1503,2.6207,0.5296,0.4451
"height",8,10,2916,1717,0.18079,0.43294,-0.43294,-0.1829,-0.236,0.0532,7.8719,10.1537,1.2899,3.1503,3.0279,0.1224,0.4176
"height",8,11,2916,2491,0.14157,0.37023,-0.37023,-0.1829,-0.2706,0.0877,7.8719,9.6326,1.2237,3.1503,2.7559,0.3944,0.3824
"height",8,12,2916,4352,0.10935,0.22346,-0.22346,-0.1829,-0.2223,0.0394,7.8719,9.927,1.2611,3.1503,2.6465,0.5038,0.4893
"height",8,13,2916,2297,0.18304,0.50187,-0.50187,-0.1829,-0.2944,0.1116,7.8719,8.2129,1.0433,3.1503,3.3435,0.1932,0.3647
"height",8,14,2916,3437,0.14415,0.36566,-0.36566,-0.1829,-0.2582,0.0754,7.8719,10.0016,1.2705,3.1503,2.859,0.2913,0.3942
"height",8,15,2916,2576,0.15052,0.39393,-0.39393,-0.1829,-0.2978,0.115,7.8719,9.7057,1.233,3.1503,2.7256,0.4247,0.3821
"height",8,16,2916,1231,0.05294,0.0135,0.0135,-0.1829,-0.4461,0.2633,7.8719,8.9606,1.1383,3.1503,3.3605,0.2102,3.9215
"height",9,10,3123,1717,0.0443,0.13002,-0.13002,-0.2167,-0.236,0.0193,10.0703,10.1537,1.0083,2.6207,3.0279,0.4072,0.3407
"height",9,11,3123,2491,0.02607,0.07492,-0.07492,-0.2167,-0.2706,0.0539,10.0703,9.6326,1.0454,2.6207,2.7559,0.1352,0.348
"height",9,12,3123,4352,0.01769,0.04451,0.04451,-0.2167,-0.2223,0.0055,10.0703,9.927,1.0144,2.6207,2.6465,0.0258,0.3974
"height",9,13,3123,2297,0.07853,0.16465,-0.16465,-0.2167,-0.2944,0.0777,10.0703,8.2129,1.2262,2.6207,3.3435,0.7228,0.477
"height",9,14,3123,3437,0.02811,0.08286,-0.08286,-0.2167,-0.2582,0.0415,10.0703,10.0016,1.0069,2.6207,2.859,0.2383,0.3392
"height",9,15,3123,2576,0.03295,0.09767,-0.09767,-0.2167,-0.2978,0.0811,10.0703,9.7057,1.0376,2.6207,2.7256,0.1049,0.3374
"height",9,16,3123,1231,0.10484,0.26633,0.26633,-0.2167,-0.4461,0.2294,10.0703,8.9606,1.1238,2.6207,3.3605,0.7398,0.3936
"height",10,11,1717,2491,0.02308,0.05819,0.05819,-0.236,-0.2706,0.0346,10.1537,9.6326,1.0541,3.0279,2.7559,0.272,0.3966
"height",10,12,1717,4352,0.06443,0.17592,0.17592,-0.236,-0.2223,0.0138,10.1537,9.927,1.0228,3.0279,2.6465,0.3814,0.3662
"height",10,13,1717,2297,0.07465,0.02449,-0.02449,-0.236,-0.2944,0.0584,10.1537,8.2129,1.2363,3.0279,3.3435,0.3156,3.0482
"height",10,14,1717,3437,0.01689,0.04792,0.04792,-0.236,-0.2582,0.0222,10.1537,10.0016,1.0152,3.0279,2.859,0.1688,0.3525
"height",10,15,1717,2576,0.01748,0.03495,0.03495,-0.236,-0.2978,0.0618,10.1537,9.7057,1.0462,3.0279,2.7256,0.3022,0.5001
"height",10,16,1717,1231,0.15337,0.40472,0.40472,-0.236,-0.4461,0.2101,10.1537,8.9606,1.1332,3.0279,3.3605,0.3326,0.379
"height",11,12,2491,4352,0.04562,0.12063,0.12063,-0.2706,-0.2223,0.0483,9.6326,9.927,1.0306,2.7559,2.6465,0.1094,0.3782
"height",11,13,2491,2297,0.06445,0.08863,-0.08863,-0.2706,-0.2944,0.0239,9.6326,8.2129,1.1729,2.7559,3.3435,0.5876,0.7272
"height",11,14,2491,3437,0.01193,0.00927,-0.00927,-0.2706,-0.2582,0.0124,9.6326,10.0016,1.0383,2.7559,2.859,0.1031,NA
"height",11,15,2491,2576,0.00879,0.02353,-0.02353,-0.2706,-0.2978,0.0273,9.6326,9.7057,1.0076,2.7559,2.7256,0.0302,0.3736
"height",11,16,2491,1231,0.13067,0.35494,0.35494,-0.2706,-0.4461,0.1756,9.6326,8.9606,1.075,2.7559,3.3605,0.6046,0.3681
"height",12,13,4352,2297,0.08256,0.21136,-0.21136,-0.2223,-0.2944,0.0722,9.927,8.2129,1.2087,2.6465,3.3435,0.697,0.3906
"height",12,14,4352,3437,0.04617,0.12811,-0.12811,-0.2223,-0.2582,0.036,9.927,10.0016,1.0075,2.6465,2.859,0.2125,0.3604
"height",12,15,4352,2576,0.05234,0.14344,-0.14344,-0.2223,-0.2978,0.0756,9.927,9.7057,1.0228,2.6465,2.7256,0.0792,0.3649
"height",12,16,4352,1231,0.08866,0.22189,0.22189,-0.2223,-0.4461,0.2239,9.927,8.9606,1.1079,2.6465,3.3605,0.714,0.3996
"height",13,14,2297,3437,0.06653,0.07554,0.07554,-0.2944,-0.2582,0.0362,8.2129,10.0016,1.2178,3.3435,2.859,0.4845,0.8807
"height",13,15,2297,2576,0.0659,0.06292,0.06292,-0.2944,-0.2978,0.0034,8.2129,9.7057,1.1818,3.3435,2.7256,0.6178,1.0474
"height",13,16,2297,1231,0.22071,0.48788,0.48788,-0.2944,-0.4461,0.1517,8.2129,8.9606,1.091,3.3435,3.3605,0.017,0.4524
"height",14,15,3437,2576,0.01003,0.01379,-0.01379,-0.2582,-0.2978,0.0396,10.0016,9.7057,1.0305,2.859,2.7256,0.1334,0.7273
"height",14,16,3437,1231,0.13232,0.35257,0.35257,-0.2582,-0.4461,0.1879,10.0016,8.9606,1.1162,2.859,3.3605,0.5014,0.3753
"height",15,16,2576,1231,0.14063,0.37688,0.37688,-0.2978,-0.4461,0.1483,9.7057,8.9606,1.0832,2.7256,3.3605,0.6348,0.3731
"weight",1,2,2188,2952,0.1803,0.43334,0.43334,0.6323,0.6045,0.0278,17.6925,14.2297,1.2434,4.0838,5.1319,1.0481,0.4161
"weight",1,3,2188,2030,0.20627,0.50325,0.50325,0.6323,0.8714,0.2391,17.6925,13.2681,1.3335,4.0838,6.6051,2.5214,0.4099
"weight",1,4,2188,2876,0.12044,0.30801,0.30801,0.6323,0.6455,0.0132,17.6925,15.3416,1.1532,4.0838,4.6777,0.5939,0.391
"weight",1,5,2188,1909,0.23317,0.57937,0.57937,0.6323,0.3749,0.2574,17.6925,12.3431,1.4334,4.0838,3.9491,0.1346,0.4025
"weight",1,6,2188,1585,0.16375,0.3851,0.3851,0.6323,0.3345,0.2978,17.6925,12.3488,1.4327,4.0838,3.6804,0.4034,0.4252
"weight",1,7,2188,3150,0.01745,0.01771,0.01771,0.6323,0.6678,0.0354,17.6925,16.8838,1.0479,4.0838,4.5014,0.4176,0.9853
"weight",1,8,2188,2916,0.20038,0.4748,0.4748,0.6323,0.5113,0.121,17.6925,12.5878,1.4055,4.0838,4.1298,0.046,0.422
"weight",1,9,2188,3123,0.02619,0.0566,0.0566,0.6323,0.6501,0.0178,17.6925,16.9487,1.0439,4.0838,4.181,0.0972,0.4627
"weight",1,10,2188,1717,0.01842,0.00847,0.00847,0.6323,0.8108,0.1784,17.6925,17.0594,1.0371,4.0838,5.0083,0.9245,NA
"weight",1,11,2188,2491,0.01634,0.01595,0.01595,0.6323,0.5376,0.0947,17.6925,16.7792,1.0544,4.0838,4.0874,0.0036,1.0245
"weight",1,12,2188,4352,0.04962,0.1185,0.1185,0.6323,0.7261,0.0938,17.6925,16.8359,1.0509,4.0838,4.5622,0.4784,0.4187
"weight",1,13,2188,2297,0.15715,0.34771,0.34771,0.6323,0.5133,0.119,17.6925,12.0422,1.4692,4.0838,4.5414,0.4577,0.452
"weight",1,14,2188,3437,0.04268,0.09992,0.09992,0.6323,0.6775,0.0452,17.6925,16.4807,1.0735,4.0838,4.3978,0.314,0.4271
"weight",1,15,2188,2576,0.03639,0.07743,0.07743,0.6323,0.879,0.2467,17.6925,16.8485,1.0501,4.0838,5.9381,1.8543,0.47
"weight",1,16,2188,1231,0.21503,0.50596,0.50596,0.6323,0.3391,0.2932,17.6925,12.665,1.397,4.0838,3.8344,0.2494,0.425
"weight",2,3,2952,2030,0.04097,0.07694,0.07694,0.6045,0.8714,0.2669,14.2297,13.2681,1.0725,5.1319,6.6051,1.4732,0.5325
"weight",2,4,2952,2876,0.05266,0.12134,-0.12134,0.6045,0.6455,0.041,14.2297,15.3416,1.0781,5.1319,4.6777,0.4543,0.434
"weight",2,5,2952,1909,0.06551,0.155,0.155,0.6045,0.3749,0.2296,14.2297,12.3431,1.1528,5.1319,3.9491,1.1828,0.4226
"weight",2,6,2952,1585,0.04556,0.05958,-0.05958,0.6045,0.3345,0.27,14.2297,12.3488,1.1523,5.1319,3.6804,1.4515,0.7647
