"set","n","rule","tau","viol_anchor","viol_pair","sensitivity","harm","pool_size","mc_se_viol","feasible"
"Set1_Gaussian",200,"CLUST_tau",11.9629256,0,0,0.719086818175717,7.12949369678557,8.909955,0,TRUE
"Set1_Gaussian",400,"ANCHOR_tau",3.995151,0,0,0.997942777777763,0,3.99382833333333,0,TRUE
"Set1_Gaussian",400,"ANCHOR_tau",7.998579,0.532995833333333,0.532995833333333,0.800306666668624,6.50361955892342,6.59835666666667,0.000455440514760745,FALSE
"Set1_Gaussian",400,"ANCHOR_tau",9.2047,0.114510833333333,0.447103333333333,0.97267214285767,8.24123182331653,9.26874166666667,0.00029068611706134,FALSE
"Set1_Gaussian",400,"ANCHOR_tau",11.9629256,0,0,0.990844242424546,9.59650036324394,11.8992866666667,0,TRUE
"Set1_Gaussian",400,"CLUST_tau",3.995151,0,0,0.994259444444435,0,3.98277833333333,0,TRUE
"Set1_Gaussian",400,"CLUST_tau",7.998579,0.00946,0.00946,0.624384761897466,0.150374281071304,4.0752,8.83671715061651e-05,TRUE
"Set1_Gaussian",400,"CLUST_tau",9.2047,0,0,0.655182337654525,4.76526746003893,6.38322666666667,0,TRUE
"Set1_Gaussian",400,"CLUST_tau",11.9629256,0,0,0.866453333330273,8.42740631301653,10.5309866666667,0,TRUE
"Set2_LogNormal",25,"ANCHOR_tau",3.995902,0.0975025,0.0975025,0.0690772222221926,0.789715421838225,1.32190166666667,0.00027079476006401,FALSE
"Set2_LogNormal",25,"ANCHOR_tau",10.9900545,0.352923333333333,0.352923333333333,0.637278174605561,8.3107769769101,5.53564,0.000436241957062651,FALSE
"Set2_LogNormal",25,"ANCHOR_tau",15.1983745,0.366800833333333,0.66056,0.745210476193501,12.4568172941511,7.91953,0.000439941266912704,FALSE
"Set2_LogNormal",25,"ANCHOR_tau",18.8697106,0,0,0.786523636367081,14.4236558331517,9.65176,0,TRUE
"Set2_LogNormal",25,"CLUST_tau",3.995902,0.0776391666666667,0.0776391666666667,0.0549622222223402,0.629078950320757,1.24887,0.00024428693249601,FALSE
"Set2_LogNormal",25,"CLUST_tau",10.9900545,0.09429,0.09429,0.408414841269796,4.42719140087926,3.61058333333333,0.000266769869456804,FALSE
"Set2_LogNormal",25,"CLUST_tau",15.1983745,0.0747841666666667,0.125784166666667,0.454096839826855,6.3122618068406,4.90380333333333,0.000240124091326823,FALSE
"Set2_LogNormal",25,"CLUST_tau",18.8697106,0,0,0.462087575755255,8.08814148113158,6.08296333333333,0,TRUE
"Set2_LogNormal",50,"ANCHOR_tau",3.995902,0.131993333333333,0.131993333333333,0.206640000000425,1.05628329523422,1.79665,0.000308991765382306,FALSE
"Set2_LogNormal",50,"ANCHOR_tau",10.9900545,0.298005833333333,0.298005833333333,0.783935873018286,7.88926415654075,6.11197333333333,0.000417530793906907,FALSE
"Set2_LogNormal",50,"ANCHOR_tau",15.1983745,0.372595,0.682133333333333,0.825552813855615,12.7901737711201,8.58612,0.000441369050016537,FALSE
"Set2_LogNormal",50,"ANCHOR_tau",18.8697106,0,0,0.857670757577709,14.8995651498338,10.4343783333333,0,TRUE
"Set2_LogNormal",50,"CLUST_tau",3.995902,0.088895,0.088895,0.151053333333562,0.711442973205784,1.559815,0.000259795879770703,FALSE
"Set2_LogNormal",50,"CLUST_tau",10.9900545,0.0302416666666667,0.0302416666666667,0.530645158729873,3.14587170886367,4.073025,0.000156330601248041,TRUE
"Set2_LogNormal",50,"CLUST_tau",15.1983745,0.0260141666666667,0.0455225,0.551887727269884,5.18819505913201,5.60468666666667,0.000145308378398338,TRUE
"Set2_LogNormal",50,"CLUST_tau",18.8697106,0,0,0.519879393933552,6.92681220080795,6.71867333333333,0,TRUE
"Set2_LogNormal",100,"ANCHOR_tau",3.995902,0.104065833333333,0.104065833333333,0.448231111111359,0.831703771417901,2.48784166666667,0.00027874142089335,FALSE
"Set2_LogNormal",100,"ANCHOR_tau",10.9900545,0.2144675,0.2144675,0.897822936509639,7.18905716263233,6.44423333333333,0.000374690084651914,FALSE
"Set2_LogNormal",100,"ANCHOR_tau",15.1983745,0.365351666666667,0.684189166666667,0.872813311690255,12.9931386668141,8.96005833333333,0.000439573492462254,FALSE
"Set2_LogNormal",100,"ANCHOR_tau",18.8697106,0,0,0.911678787880187,15.2661595061836,11.0284666666667,0,TRUE
"Set2_LogNormal",100,"CLUST_tau",3.995902,0.051565,0.051565,0.340381111110729,0.412117384298586,2.08824833333333,0.000201878781233937,FALSE
"Set2_LogNormal",100,"CLUST_tau",10.9900545,0.00617166666666667,0.00617166666666667,0.651580873012272,2.24591927761129,4.51782166666667,7.14934565608526e-05,TRUE
